Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Timon Wellenreuther,de GER,GK,26.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jacob Rasmussen,dk DEN,DF,25.0,10,8,663.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,9.0,56.0,1.0,0.14,0.14,0.27,0.14,0.27,0.06,0.02,0.08,0.06,0.08,Matches
Marcos López,pe PER,DF,22.0,19,6,800.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.1,1.4,14.0,50.0,47.0,0.0,0.11,0.11,0.0,0.11,0.04,0.12,0.16,0.04,0.16,Matches
Patrik Wålemark,se SWE,"FW,MF",20.0,15,4,592.0,6.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,1.8,3.6,36.0,19.0,91.0,0.3,0.3,0.61,0.3,0.61,0.26,0.28,0.54,0.26,0.54,Matches
Fredrik Aursnes,no NOR,MF,26.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,4.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.45,0.48,0.03,0.48,Matches
Neraysho Kasanwirjo,nl NED,DF,20.0,5,1,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.13,0.21,0.08,0.21,Matches
Fredrik André Bjørkan,no NOR,DF,23.0,1,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.26,0.05,0.26,Matches
Ezequiel Bullaude,ar ARG,"MF,FW",21.0,9,0,152.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,2.0,6.0,13.0,0.0,0.59,0.59,0.0,0.59,0.4,0.18,0.58,0.4,0.58,Matches
Mohamed Taabouni,nl NED,MF,20.0,5,0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.45,0.6,0.14,0.6,Matches
Jens Toornstra,nl NED,"MF,DF",33.0,3,0,77.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,2.0,7.0,1.0,0.0,1.17,1.17,0.0,1.17,0.38,0.49,0.87,0.38,0.87,Matches
Mimeirhel Benita,nl NED,DF,18.0,2,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antoni Milambo,nl NED,MF,14.0,3,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches
Noah Naujoks,nl NED,"FW,MF",20.0,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cole Bassett,us USA,FW,21.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,2.19,2.19,2.19,Matches
Jorrit Hendrix,nl NED,"DF,MF",27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Thijs Jansen,nl NED,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ofir Marciano,il ISR,GK,32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Devin Remie,nl NED,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tein Troost,nl NED,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,23.5,34,374,3060.0,34.0,77.0,60.0,137.0,74.0,3.0,3.0,47.0,0.0,65.6,63.2,50.4,113.6,973.0,1906.0,1887.0,2.26,1.76,4.03,2.18,3.94,1.93,1.48,3.41,1.86,3.34,
Opponent Total,,,25.2,34,374,3060.0,34.0,28.0,24.0,52.0,28.0,0.0,1.0,56.0,5.0,30.0,29.2,24.0,53.2,363.0,904.0,892.0,0.82,0.71,1.53,0.82,1.53,0.88,0.71,1.59,0.86,1.57,
