,player_id,Player,Nation,Pos,Squad,Comp,Age,Predicted_Gls
316,1318,Luka Romero,ARG,FW,Milan,Serie A,18,0.0026022735983133316
317,1319,Oriol Romeu,ESP,MF,Barcelona,La Liga,32,0.002442922443151474
318,1320,Jérôme Roussillon,FRA,"DF,FW",Union Berlin,Bundesliga,30,0.0
319,1321,Nicolò Rovella,ITA,MF,Lazio,Serie A,21,0.003971271216869354
320,1322,Amir Rrahmani,KVX,DF,Napoli,Serie A,29,0.0026521142572164536
321,1323,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,30,0.0027684755623340607
322,1324,Mário Rui,POR,DF,Napoli,Serie A,32,0.003389989957213402
323,1325,Fabián Ruiz Peña,ESP,"MF,FW",Paris S-G,Ligue 1,27,0.0
324,1326,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,25,0.23669607937335968
325,1327,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,31,0.0026022735983133316
326,1328,Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,29,0.0007132366299629211
327,1329,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,26,0.007223542779684067
328,1330,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,28,0.8236436247825623
329,1331,Bukayo Saka,ENG,FW,Arsenal,Premier League,22,0.39235761761665344
330,1332,Kike Salas,ESP,DF,Sevilla,La Liga,21,0.48163560032844543
331,1333,William Saliba,FRA,DF,Arsenal,Premier League,22,0.0
332,1334,Brice Samba,FRA,GK,Lens,Ligue 1,29,0.0026022735983133316
333,1335,Samuel,BRA,DF,Atlético Madrid,La Liga,23,0.0
334,1336,Alexis Sánchez,CHI,FW,Inter,Serie A,34,0.0026022735983133316
335,1337,Juanlu Sánchez,ESP,DF,Sevilla,La Liga,20,0.0
336,1338,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,23,0.003071863204240799
337,1339,Leroy Sané,GER,FW,Bayern Munich,Bundesliga,27,0.8044527173042297
338,1340,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,32,0.0026022735983133316
339,1341,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,31,0.0026831496506929398
340,1342,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,26,0.003389989957213402
341,1343,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,23,0.003066476434469223
342,1344,Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,22,0.0026022735983133316
343,1345,Stefano Sensi,ITA,MF,Inter,Serie A,28,0.0026022735983133316
344,1347,Luke Shaw,ENG,DF,Manchester Utd,Premier League,28,0.0005128830671310425
345,1348,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,29,0.2711537182331085
346,1349,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,23,0.0
347,1351,Xavi Simons,NED,MF,RB Leipzig,Bundesliga,20,0.6266890168190002
348,1352,Ayanda Sishuba,BEL,MF,Lens,Ligue 1,18,0.0
349,1353,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,23,0.0024937856942415237
350,1354,Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,28,0.00352303683757782
351,1355,Emile Smith Rowe,ENG,FW,Arsenal,Premier League,23,0.0026022735983133316
352,1356,Alex Sola,ESP,"DF,MF",Real Sociedad,La Liga,24,0.0026022735983133316
353,1357,Carlos Soler,ESP,"MF,FW",Paris S-G,Ligue 1,26,0.002743612974882126
354,1358,Yann Sommer,SUI,GK,Inter,Serie A,34,0.0026022735983133316
355,1359,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,32,0.11376833915710449
356,1360,Boubakary Soumaré,FRA,MF,Sevilla,La Liga,24,0.0026022735983133316
357,1361,Djibril Sow,SUI,MF,Sevilla,La Liga,26,0.003475446254014969
358,1362,Çağlar Söyüncü,TUR,DF,Atlético Madrid,La Liga,27,0.0026022735983133316
359,1363,Stijn Spierings,NED,MF,Lens,Ligue 1,27,0.0026022735983133316
360,1364,Marco Sportiello,ITA,GK,Milan,Serie A,31,0.0026022735983133316
361,1365,Niklas Süle,GER,DF,Dortmund,Bundesliga,28,0.002536911517381668
362,1366,Suso,ESP,"FW,MF",Sevilla,La Liga,29,0.1910349577665329
363,1367,Matt Targett,ENG,DF,Newcastle Utd,Premier League,28,0.0026326216757297516
364,1368,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,23,0.004179112613201141
365,1370,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,31,0.0026022735983133316
366,1371,Malick Thiaw,GER,DF,Milan,Serie A,22,0.002536911517381668
367,1372,Adrien Thomasson,FRA,MF,Lens,Ligue 1,29,0.0
368,1373,Marcus Thuram,FRA,FW,Inter,Serie A,26,0.399922251701355
369,1374,Kieran Tierney,SCO,DF,Real Sociedad,La Liga,26,0.0
370,1375,Jurriën Timber,NED,DF,Arsenal,Premier League,22,0.0026022735983133316
371,1376,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,24,0.0026831496506929398
372,1377,Fikayo Tomori,ENG,DF,Milan,Serie A,25,0.21156102418899536
373,1378,Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,23,0.28072237968444824
374,1379,Ferrán Torres,ESP,FW,Barcelona,La Liga,23,0.9056286811828613
375,1380,Óliver Torres,ESP,MF,Sevilla,La Liga,28,0.002735752612352371
376,1381,Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,26,0.0033266134560108185
377,1382,Hamari Traoré,MLI,DF,Real Sociedad,La Liga,31,0.0
378,1383,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,36,0.003057073801755905
379,1384,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,33,0.0
380,1385,Leandro Trossard,BEL,FW,Arsenal,Premier League,28,0.6071939468383789
381,1386,Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,21,0.0011438727378845215
382,1387,Manuel Ugarte Ribeiro,URU,MF,Paris S-G,Ligue 1,22,0.0
383,1388,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,35,0.0026022735983133316
384,1389,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,24,0.004191558808088303
385,1390,Federico Valverde,URU,MF,Real Madrid,La Liga,25,0.14945226907730103
386,1391,Raphaël Varane,FRA,DF,Manchester Utd,Premier League,30,0.3800969421863556
387,1392,Lucas Vázquez,ESP,"DF,MF",Real Madrid,La Liga,32,0.0
388,1393,Matías Vecino,URU,MF,Lazio,Serie A,32,0.5064153671264648
389,1394,Fabio Vieira,POR,MF,Arsenal,Premier League,23,0.0
390,1395,Vitinha,POR,"MF,FW",Paris S-G,Ligue 1,23,0.001955278217792511
391,1396,Kevin Volland,GER,MF,Union Berlin,Bundesliga,31,0.0
392,1397,Stefan de Vrij,NED,DF,Inter,Serie A,31,0.00352303683757782
393,1398,Elye Wahi,FRA,FW,Lens,Ligue 1,20,0.3040728271007538
394,1399,Kyle Walker,ENG,DF,Manchester City,Premier League,33,0.0
395,1400,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,25,0.0
396,1401,Timo Werner,GER,"MF,FW",RB Leipzig,Bundesliga,27,0.8854060173034668
397,1402,Ben White,ENG,DF,Arsenal,Premier League,25,0.0023620203137397766
398,1403,Callum Wilson,ENG,FW,Newcastle Utd,Premier League,31,1.2261909246444702
399,1404,Axel Witsel,BEL,"DF,MF",Atlético Madrid,La Liga,34,0.0025715604424476624
400,1405,Marius Wolf,GER,DF,Dortmund,Bundesliga,28,0.0
401,1406,Abduqodir Xusanov,UZB,DF,Lens,Ligue 1,19,0.00687447190284729
402,1407,Lamine Yamal,ESP,"FW,MF",Barcelona,La Liga,16,0.0
403,1408,Mattia Zaccagni,ITA,FW,Lazio,Serie A,28,0.17408421635627747
404,1409,Warren Zaire-Emery,FRA,MF,Paris S-G,Ligue 1,17,0.0
405,1410,Arsen Zakharyan,RUS,"MF,FW",Real Sociedad,La Liga,20,0.0
406,1411,Andre-Frank Zambo Anguissa,CMR,MF,Napoli,Serie A,27,0.003254791721701622
407,1412,Alessio Zerbin,ITA,FW,Napoli,Serie A,24,0.0026022735983133316
408,1413,Piotr Zieliński,POL,MF,Napoli,Serie A,29,0.26135265827178955
409,1414,Oleksandr Zinchenko,UKR,DF,Arsenal,Premier League,26,0.0027684755623340607
410,1415,Igor Zubeldia,ESP,DF,Real Sociedad,La Liga,26,0.0026521142572164536
411,1416,Martín Zubimendi,ESP,MF,Real Sociedad,La Liga,24,0.16690067946910858
412,1417,Martin Ødegaard,NOR,MF,Arsenal,Premier League,24,0.2824355363845825
413,1418,Fredrik Aursnes,NOR,DF,SL Benfica,Liga Portugal,27,0.019044669345021248
414,1419,Nicolás Otamendi,ARG,DF,SL Benfica,Liga Portugal,35,0.0025465311482548714
415,1420,Rafa Silva,POR,MF,SL Benfica,Liga Portugal,30,0.06182931363582611
416,1421,Alexander Bah,DEN,DF,SL Benfica,Liga Portugal,25,0.021792445331811905
417,1422,Orkun Kökçü,TUR,MF,SL Benfica,Liga Portugal,22,0.02372884750366211
418,1423,António Silva,POR,DF,SL Benfica,Liga Portugal,19,0.0026022735983133316
419,1424,Ángel Di María,ARG,FW,SL Benfica,Liga Portugal,35,0.11970280110836029
420,1425,João Neves,POR,MF,SL Benfica,Liga Portugal,19,0.004357906058430672
421,1426,João Mário,POR,FW,SL Benfica,Liga Portugal,30,0.003595855087041855
422,1427,Petar Musa,CRO,FW,SL Benfica,Liga Portugal,25,0.11856386065483093
423,1428,Samuel Soares,POR,GK,SL Benfica,Liga Portugal,21,0.0026022735983133316
424,1429,Anatolii Trubin,UKR,GK,SL Benfica,Liga Portugal,22,0.0026022735983133316
425,1430,David Neres,BRA,FW,SL Benfica,Liga Portugal,26,0.03926769271492958
426,1431,Arthur,BRA,FW,SL Benfica,Liga Portugal,25,0.0038207676261663437
427,1432,Florentino Luís,POR,MF,SL Benfica,Liga Portugal,24,0.0024942010641098022
428,1433,David Jurásek,CZE,DF,SL Benfica,Liga Portugal,23,0.0024721045047044754
429,1434,Morato,BRA,DF,SL Benfica,Liga Portugal,22,0.0026230569928884506
430,1435,Odisseas Vlachodimos,GRE,GK,SL Benfica,Liga Portugal,29,0.0026022735983133316
431,1436,Chiquinho,POR,MF,SL Benfica,Liga Portugal,28,0.0026559531688690186
432,1437,Casper Tengstedt,DEN,"FW,MF",SL Benfica,Liga Portugal,23,0.2826971113681793
433,1438,João Victor,BRA,DF,SL Benfica,Liga Portugal,25,0.0026022735983133316
434,1439,Tomás Araújo,POR,"MF,DF",SL Benfica,Liga Portugal,21,0.0026022735983133316
435,1440,Mihailo Ristić,SRB,DF,SL Benfica,Liga Portugal,27,0.0
436,1443,Diogo Costa,POR,GK,FC Porto,Liga Portugal,24,0.0026022735983133316
437,1444,Galeno,BRA,"MF,DF",FC Porto,Liga Portugal,25,0.01853214018046856
438,1445,Mehdi Taremi,IRN,FW,FC Porto,Liga Portugal,31,0.025328680872917175
439,1446,Stephen Eustáquio,CAN,MF,FC Porto,Liga Portugal,26,0.024050995707511902
440,1447,João Mário Lopes,POR,DF,FC Porto,Liga Portugal,23,0.0024346839636564255
441,1448,Pepê,BRA,"MF,DF",FC Porto,Liga Portugal,26,0.002585403621196747
442,1449,Fábio Cardoso,POR,DF,FC Porto,Liga Portugal,29,0.0037968549877405167
443,1450,Iván Marcano,ESP,DF,FC Porto,Liga Portugal,36,0.07153389602899551
444,1451,Wendell,BRA,DF,FC Porto,Liga Portugal,30,0.025270361453294754
445,1452,David Carmo,POR,DF,FC Porto,Liga Portugal,24,0.0025823991745710373
446,1453,Alan Varela,ARG,MF,FC Porto,Liga Portugal,22,0.0026363637298345566
447,1454,Nicolás González,ESP,MF,FC Porto,Liga Portugal,21,0.0024190694093704224
448,1455,Toni Martínez,ESP,FW,FC Porto,Liga Portugal,26,0.10292012989521027
449,1456,Pepe,POR,DF,FC Porto,Liga Portugal,40,0.0003166384994983673
450,1457,André Franco,POR,"MF,FW",FC Porto,Liga Portugal,25,0.0005393959581851959
451,1458,Ivan Jaime Pajuelo,ESP,MF,FC Porto,Liga Portugal,23,0.07334030419588089
452,1459,Zaidu Sanusi,NGA,DF,FC Porto,Liga Portugal,26,0.0024897828698158264
453,1460,Fran Navarro,ESP,"FW,MF",FC Porto,Liga Portugal,25,0.0048723407089710236
454,1461,Gonçalo Borges,POR,"MF,DF",FC Porto,Liga Portugal,22,0.0
455,1462,Otávio,POR,"MF,FW",FC Porto,Liga Portugal,28,0.0024439767003059387
456,1463,Romário Baró,POR,MF,FC Porto,Liga Portugal,23,0.00289350189268589
457,1464,Evanilson,BRA,FW,FC Porto,Liga Portugal,23,0.21316732466220856
458,1465,Marko Grujić,SRB,MF,FC Porto,Liga Portugal,27,0.0026022735983133316
459,1467,Danny Loader,ENG,"FW,DF",FC Porto,Liga Portugal,23,0.003971271216869354
460,1468,Francisco Conceição,POR,"FW,MF",FC Porto,Liga Portugal,20,0.006106149405241013
461,1473,Walter Benítez,ARG,GK,PSV,Eredivisie,30,0.0026022735983133316
462,1474,Joey Veerman,NED,MF,PSV,Eredivisie,24,0.040284883230924606
463,1475,Patrick van Aanholt,NED,DF,PSV,Eredivisie,33,0.0033819209784269333
464,1476,André Ramalho,BRA,DF,PSV,Eredivisie,31,0.0025799190625548363
465,1477,Luuk de Jong,NED,FW,PSV,Eredivisie,33,0.13288062810897827
466,1478,Noa Lang,NED,"FW,MF",PSV,Eredivisie,24,0.10708056390285492
467,1479,Olivier Boscagli,FRA,DF,PSV,Eredivisie,25,0.0025620386004447937
468,1480,Johan Bakayoko,BEL,FW,PSV,Eredivisie,20,0.0030878745019435883
469,1481,Ismael Saibari,MAR,"MF,FW",PSV,Eredivisie,22,0.04214663431048393
470,1482,Jerdy Schouten,NED,"MF,DF",PSV,Eredivisie,26,0.0025960952043533325
471,1483,Guus Til,NED,MF,PSV,Eredivisie,25,0.08807718753814697
472,1484,Jordan Teze,NED,DF,PSV,Eredivisie,24,0.0
473,1485,Sergiño Dest,USA,DF,PSV,Eredivisie,22,0.0025013387203216553
474,1486,Ibrahim Sangaré,CIV,MF,PSV,Eredivisie,25,0.00039491429924964905
475,1487,Hirving Lozano,MEX,"FW,MF",PSV,Eredivisie,28,0.07039311528205872
476,1488,Isaac Babadi,NED,MF,PSV,Eredivisie,18,0.003779171034693718
477,1489,Yorbe Vertessen,BEL,FW,PSV,Eredivisie,22,0.1502615064382553
478,1490,Armel Bella Kotchap,GER,DF,PSV,Eredivisie,21,0.006898161023855209
479,1491,Ricardo Pepi,USA,"FW,MF",PSV,Eredivisie,20,0.32815659046173096
480,1492,Shurandy Sambo,NED,DF,PSV,Eredivisie,22,0.0025620386004447937
481,1493,Malik Tillman,USA,MF,PSV,Eredivisie,21,0.29772067070007324
482,1494,Anwar El Ghazi,NED,FW,PSV,Eredivisie,28,0.013751838356256485
483,1495,Tygo Land,NED,MF,PSV,Eredivisie,17,0.0026022735983133316
484,1499,Matheus,BRA,GK,SC Braga,Liga Portugal,31,0.0026022735983133316
485,1500,Victor Gomez,ESP,DF,SC Braga,Liga Portugal,23,0.0031875763088464737
486,1501,Ricardo Horta,POR,"FW,MF",SC Braga,Liga Portugal,29,0.11760446429252625
487,1502,Almoatasem Al Musrati,LBY,MF,SC Braga,Liga Portugal,27,0.043787769973278046
488,1503,Bruma,POR,FW,SC Braga,Liga Portugal,28,0.03353705257177353
489,1504,Cristian Borja,COL,DF,SC Braga,Liga Portugal,30,0.0027648787945508957
490,1505,José Fonte,POR,DF,SC Braga,Liga Portugal,39,0.0026022735983133316
491,1506,Álvaro djaló,ESP,"FW,MF",SC Braga,Liga Portugal,24,0.08899031579494476
492,1507,Simon Banza,FRA,FW,SC Braga,Liga Portugal,27,0.15882284939289093
493,1508,Sikou Niakaté,MLI,DF,SC Braga,Liga Portugal,24,0.0025585759431123734
494,1509,Vitor Carvalho,BRA,MF,SC Braga,Liga Portugal,26,0.0026363637298345566
495,1510,Abel Ruiz,ESP,"FW,MF",SC Braga,Liga Portugal,23,0.005295086652040482
496,1511,Rodrigo Zalazar,URU,MF,SC Braga,Liga Portugal,24,0.002673739567399025
497,1512,Paulo Oliveira,POR,DF,SC Braga,Liga Portugal,31,0.0014050733298063278
498,1513,Serdar Saatçı,TUR,DF,SC Braga,Liga Portugal,20,0.0026230569928884506
499,1514,Pizzi,POR,"MF,FW",SC Braga,Liga Portugal,33,0.052140720188617706
500,1515,André Horta,POR,MF,SC Braga,Liga Portugal,26,0.0026234742254018784
501,1516,Adrián Marín,ESP,DF,SC Braga,Liga Portugal,26,0.0024821218103170395
502,1517,João Moutinho,POR,"MF,FW",SC Braga,Liga Portugal,37,0.002481658011674881
503,1518,Rony Lopes,POR,FW,SC Braga,Liga Portugal,27,0.11707638204097748
504,1519,Joe Mendes,SWE,DF,SC Braga,Liga Portugal,20,0.0026022735983133316
505,1520,André Castro,POR,MF,SC Braga,Liga Portugal,35,0.0025870054960250854
506,1521,Roger Fernandes,GNB,DF,SC Braga,Liga Portugal,17,0.002967720851302147
507,1525,Dávid Hancko,SVK,DF,Feyenoord,Eredivisie,25,0.003793012350797653
508,1526,Lutsharel Geertruida,NED,DF,Feyenoord,Eredivisie,23,0.023886699229478836
509,1527,Mats Wieffer,NED,MF,Feyenoord,Eredivisie,23,0.047591857612133026
510,1528,Quinten Timber,NED,MF,Feyenoord,Eredivisie,22,0.02710442990064621
511,1529,Quilindschy Hartman,NED,DF,Feyenoord,Eredivisie,21,0.0010059177875518799
512,1530,Calvin Stengs,NED,"MF,FW",Feyenoord,Eredivisie,24,0.02098900079727173
513,1531,Santiago Giménez,MEX,FW,Feyenoord,Eredivisie,22,0.22761300206184387
514,1532,Igor Paixão,BRA,"FW,MF",Feyenoord,Eredivisie,23,0.08305026590824127
515,1533,Timon Wellenreuther,GER,GK,Feyenoord,Eredivisie,27,0.0026022735983133316
516,1534,Gernot Trauner,AUT,DF,Feyenoord,Eredivisie,31,0.0035310164093971252
517,1535,Yankuba Minteh,GAM,"FW,DF",Feyenoord,Eredivisie,19,0.1208612322807312
518,1536,Luka Ivanušec,CRO,FW,Feyenoord,Eredivisie,24,0.07020407170057297
519,1537,Thomas Beelen,NED,DF,Feyenoord,Eredivisie,22,0.0025312285870313644
520,1538,Ramiz Zerrouki,ALG,MF,Feyenoord,Eredivisie,25,0.0024792738258838654
521,1539,Justin Bijlow,NED,GK,Feyenoord,Eredivisie,25,0.0026022735983133316
522,1540,Alireza Jahanbakhsh,IRN,"FW,MF",Feyenoord,Eredivisie,30,0.0040579549968242645
523,1541,Bart Nieuwkoop,NED,DF,Feyenoord,Eredivisie,27,0.003140723332762718
524,1542,Ayase Ueda,JPN,"FW,MF",Feyenoord,Eredivisie,25,0.12397582828998566
525,1543,Leo Sauer,SVK,FW,Feyenoord,Eredivisie,17,0.13261495530605316
526,1544,Ondřej Lingr,CZE,"FW,MF",Feyenoord,Eredivisie,24,0.36934828758239746
527,1545,Gjivai Zechiël,NED,"DF,MF",Feyenoord,Eredivisie,19,0.0040352921932935715
528,1546,Thomas van den Belt,NED,MF,Feyenoord,Eredivisie,22,0.0026022735983133316
529,1547,Javairô Dilrosun,NED,MF,Feyenoord,Eredivisie,25,0.0026022735983133316
530,1555,Jelle Bataille,BEL,DF,Royal Antwerp FC,Belgian Pro League,24,0.015749409794807434
531,1556,Jean Butez,FRA,GK,Royal Antwerp FC,Belgian Pro League,28,0.002508360892534256
532,1557,Arthur Vermeeren,BEL,MF,Royal Antwerp FC,Belgian Pro League,18,0.003201644867658615
533,1558,Michel-Ange Balikwisha,BEL,"FW,MF",Royal Antwerp FC,Belgian Pro League,22,0.004216181114315987
534,1559,Vincent Janssen,NED,FW,Royal Antwerp FC,Belgian Pro League,29,0.10075026750564575
535,1560,Toby Alderweireld,BEL,DF,Royal Antwerp FC,Belgian Pro League,34,0.002682998776435852
536,1561,Jurgen Ekkelenkamp,NED,MF,Royal Antwerp FC,Belgian Pro League,23,0.027422059327363968
537,1562,Ritchie De Laet,BEL,DF,Royal Antwerp FC,Belgian Pro League,34,0.0034880880266427994
538,1563,Gyrano Kerk,NED,"FW,MF",Royal Antwerp FC,Belgian Pro League,27,0.03395257890224457
539,1564,Soumaïla Coulibaly,FRA,DF,Royal Antwerp FC,Belgian Pro League,19,0.0024942010641098022
540,1565,Jacob Ondrejka,SWE,"FW,MF",Royal Antwerp FC,Belgian Pro League,21,0.0030869953334331512
541,1566,Arbnor Muja,ALB,"FW,MF",Royal Antwerp FC,Belgian Pro League,24,0.07347957789897919
542,1567,Mandela Keita,BEL,MF,Royal Antwerp FC,Belgian Pro League,21,0.002749277278780937
543,1568,Zeno Van den Bosch,BEL,DF,Royal Antwerp FC,Belgian Pro League,20,0.0017988383769989014
544,1569,Alhassan Yusuf,NGA,"MF,DF",Royal Antwerp FC,Belgian Pro League,23,0.0024954108521342278
545,1570,Owen Wijndal,NED,DF,Royal Antwerp FC,Belgian Pro League,23,0.0025093480944633484
546,1571,Gastón Ávila,ARG,DF,Royal Antwerp FC,Belgian Pro League,22,0.0007938705384731293
547,1572,Anthony Valencia,ECU,FW,Royal Antwerp FC,Belgian Pro League,20,0.0026234742254018784
548,1573,Sam Vines,USA,DF,Royal Antwerp FC,Belgian Pro League,24,0.21392355859279633
549,1574,George Ilenikhena,FRA,FW,Royal Antwerp FC,Belgian Pro League,17,0.005428027361631393
550,1575,Chidera Ejuke,NGA,"FW,MF",Royal Antwerp FC,Belgian Pro League,25,0.005361517891287804
551,1576,Christopher Scott,GER,MF,Royal Antwerp FC,Belgian Pro League,21,0.0040352921932935715
552,1580,Abdülkerim Bardakcı,TUR,DF,Galatasaray,Super Lig,29,0.024560151621699333
553,1581,Sacha Boey,FRA,DF,Galatasaray,Super Lig,23,0.0026022735983133316
554,1582,Fernando Muslera,URU,GK,Galatasaray,Super Lig,37,0.0026022735983133316
555,1583,Mauro Icardi,ARG,FW,Galatasaray,Super Lig,30,0.17293475568294525
556,1584,Kerem Aktürkoğlu,TUR,MF,Galatasaray,Super Lig,24,0.07629024982452393
557,1585,Lucas Torreira,URU,MF,Galatasaray,Super Lig,27,0.0026022735983133316
558,1586,Dries Mertens,BEL,MF,Galatasaray,Super Lig,36,0.0025782808661460876
559,1587,Angeliño,ESP,DF,Galatasaray,Super Lig,26,0.0026022735983133316
560,1588,Victor Nelsson,DEN,DF,Galatasaray,Super Lig,24,0.0026022735983133316
561,1589,Tetê,BRA,MF,Galatasaray,Super Lig,23,0.0013218820095062256
562,1590,Kerem Demirbay,GER,MF,Galatasaray,Super Lig,30,0.0026022735983133316
563,1591,Barış Alper Yılmaz,TUR,MF,Galatasaray,Super Lig,23,0.0026022735983133316
564,1592,Sérgio Oliveira,POR,MF,Galatasaray,Super Lig,31,0.0026022735983133316
565,1593,Kaan Ayhan,TUR,DF,Galatasaray,Super Lig,28,0.0
566,1594,Hakim Ziyech,MAR,MF,Galatasaray,Super Lig,30,0.11004377901554108
567,1595,Berkan Kutlu,TUR,MF,Galatasaray,Super Lig,25,0.0026022735983133316
568,1596,Davinson Sánchez,COL,DF,Galatasaray,Super Lig,27,0.0026022735983133316
569,1597,Cédric Bakambu,COD,FW,Galatasaray,Super Lig,32,0.0026022735983133316
570,1598,Leo Dubois,FRA,DF,Galatasaray,Super Lig,29,0.0026022735983133316
571,1599,Kazımcan Karataş,TUR,DF,Galatasaray,Super Lig,20,0.0026022735983133316
572,1600,Wilfried Zaha,CIV,"FW,MF",Galatasaray,Super Lig,30,0.0026022735983133316
573,1601,Yunus Akgün,TUR,MF,Galatasaray,Super Lig,23,0.0026022735983133316
574,1602,Tanguy Ndombele,FRA,MF,Galatasaray,Super Lig,26,0.0026022735983133316
575,1603,Halil Dervişoğlu,TUR,FW,Galatasaray,Super Lig,23,0.0026022735983133316
576,1611,Kevin Diks,NED,DF,FC Copenhagen,Superliga,26,0.018808595836162567
577,1612,Kamil Grabara,POL,GK,FC Copenhagen,Superliga,24,0.0026022735983133316
578,1613,Diogo Gonçalves,POR,"MF,FW",FC Copenhagen,Superliga,26,0.08409835398197174
579,1614,Denis Vavro,SVK,DF,FC Copenhagen,Superliga,27,0.020122794434428215
580,1615,Elias Jelert,DEN,DF,FC Copenhagen,Superliga,20,0.0033322013914585114
581,1616,Roony Bardghji,SWE,FW,FC Copenhagen,Superliga,17,0.16020117700099945
582,1617,Rasmus Falk,DEN,MF,FC Copenhagen,Superliga,31,0.0019339900463819504
583,1618,William Clem,DEN,MF,FC Copenhagen,Superliga,19,0.0026022735983133316
584,1619,Elias Achouri,TUN,FW,FC Copenhagen,Superliga,24,0.016316760331392288
585,1620,Orri Steinn Óskarsson,ISL,FW,FC Copenhagen,Superliga,19,0.05658410117030144
586,1621,Birger Meling,NOR,DF,FC Copenhagen,Superliga,28,0.0026022735983133316
587,1622,Jordan Larsson,SWE,FW,FC Copenhagen,Superliga,26,0.03581167012453079
588,1623,Mohamed Elyounoussi,NOR,"FW,MF",FC Copenhagen,Superliga,29,0.07397234439849854
589,1624,Lukas Lerager,DEN,MF,FC Copenhagen,Superliga,30,0.04086162894964218
590,1625,Christian Sørensen,DEN,DF,FC Copenhagen,Superliga,31,0.0
591,1626,Valdemar Jensen,DEN,DF,FC Copenhagen,Superliga,20,0.04737313836812973
592,1627,Viktor Claesson,SWE,MF,FC Copenhagen,Superliga,31,0.0026022735983133316
593,1628,Peter Ankersen,DEN,DF,FC Copenhagen,Superliga,33,0.0026022735983133316
594,1629,Oscar Højlund,DEN,MF,FC Copenhagen,Superliga,18,0.0
595,1630,Nicolai Boilesen,DEN,DF,FC Copenhagen,Superliga,31,0.0026022735983133316
596,1631,Andreas Cornelius,DEN,FW,FC Copenhagen,Superliga,30,0.0026022735983133316
597,1632,Theo Sander,DEN,GK,FC Copenhagen,Superliga,18,0.0026022735983133316
598,1633,Ísak Jóhannesson,ISL,MF,FC Copenhagen,Superliga,20,0.0026022735983133316
599,1634,Emil Højlund,DEN,FW,FC Copenhagen,Superliga,18,0.0026022735983133316
600,1638,Amar Dedić,BIH,DF,RB Salzburg,Austrian Bundesliga,21,0.03764185309410095
601,1639,Lucas Gourna-Douath,FRA,MF,RB Salzburg,Austrian Bundesliga,20,0.003291849046945572
602,1640,Alexander Schlager,AUT,GK,RB Salzburg,Austrian Bundesliga,27,0.0026022735983133316
603,1641,Maurits Kjærgaard,DEN,"MF,DF",RB Salzburg,Austrian Bundesliga,20,0.0
604,1642,Thio Ntolla,CIV,FW,RB Salzburg,Austrian Bundesliga,24,0.09751039743423462
605,1643,Mads Bidstrup,DEN,MF,RB Salzburg,Austrian Bundesliga,22,0.003285406157374382
606,1644,Strahinja Pavlović,SRB,DF,RB Salzburg,Austrian Bundesliga,22,0.02449636161327362
607,1645,Roko Simic,CRO,FW,RB Salzburg,Austrian Bundesliga,20,0.06882189959287643
608,1646,Forson Amankwah,GHA,"MF,FW",RB Salzburg,Austrian Bundesliga,20,0.03420821577310562
609,1647,Samson Baidoo,AUT,DF,RB Salzburg,Austrian Bundesliga,19,0.05977913364768028
610,1648,Oscar Gloukh,ISR,FW,RB Salzburg,Austrian Bundesliga,19,0.040643997490406036
611,1649,Oumar Solet,FRA,DF,RB Salzburg,Austrian Bundesliga,23,0.0019339900463819504
612,1650,Nene Dorgeles,MLI,FW,RB Salzburg,Austrian Bundesliga,20,0.04343593493103981
613,1651,Aleksa Terzić,SRB,DF,RB Salzburg,Austrian Bundesliga,24,0.0026022735983133316
614,1652,Andreas Ulmer,AUT,DF,RB Salzburg,Austrian Bundesliga,37,0.0026022735983133316
615,1653,Kamil Piątkowski,POL,DF,RB Salzburg,Austrian Bundesliga,23,0.0026022735983133316
616,1654,Dijon Kameri,AUT,MF,RB Salzburg,Austrian Bundesliga,19,0.0026022735983133316
