Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Yehor Nazaryna,ua UKR,MF,26-103,7,3,341.0,3.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches
Heorhii Sudakov,ua UKR,MF,21-050,5,3,278.0,3.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.65,0.0,0.65,0.65,0.65,Matches
Dmytro Chygrynskiy,ua UKR,DF,36-348,3,3,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Lassina Franck Traoré,bf BFA,FW,22-282,3,3,199.0,2.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.9,0.0,0.9,0.9,0.9,Matches
Yukhym Konoplia,ua UKR,DF,24-056,5,2,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yaroslav Rakitskiy,ua UKR,DF,34-079,4,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Kelsy,ve VEN,FW,19-086,7,1,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Novatus Dismas,tz TAN,DF,21-049,2,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Oleh Ocheretko,ua UKR,MF,20-149,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stav Lemkin,il ISR,DF,20-202,2,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Valerii Bondar,ua UKR,DF,24-236,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Artur Rudko,ua UKR,GK,31-167,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bohdan Viunnyk,ua UKR,FW,21-153,6,0,173.0,1.9,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.52,1.04,1.56,0.52,1.56,Matches
Newerton,br BRA,FW,18-140,4,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denil Castillo,ec ECU,MF,19-211,6,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marian Faryna,ua UKR,DF,20-054,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maryan Shved,ua UKR,"FW,MF",26-097,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedrinho,br BRA,DF,21-102,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eguinaldo,br BRA,MF,19-073,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anton Hlushchenko,ua UKR,MF,19-184,0,0,,,,,,,,,,,,,,,,Matches
Tymur Puzankov,ua UKR,GK,20-231,0,0,,,,,,,,,,,,,,,,Matches
Husrav Toirov,tj TJK,MF,19-081,0,0,,,,,,,,,,,,,,,,Matches
Anatolii Trubin,ua UKR,GK,22-081,0,0,,,,,,,,,,,,,,,,Matches
Denys Tvardovskyi,ua UKR,GK,20-130,0,0,,,,,,,,,,,,,,,,Matches
Danylo Udod,ua UKR,DF,19-226,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,24.7,9,99,810.0,9.0,17.0,14.0,31.0,17.0,0.0,0.0,23.0,5.0,1.89,1.56,3.44,1.89,3.44,
Opponent Total,,,26.7,9,99,810.0,9.0,10.0,8.0,18.0,9.0,1.0,1.0,27.0,2.0,1.11,0.89,2.0,1.0,1.89,
