Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1695,Marco Richter,de GER,MF,Mainz 05,de Bundesliga,25-331,1997,5,1,114,1.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,3,8,5,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.38,0.38,0.38,Matches
1696,Diego Rico,es ESP,DF,Getafe,es La Liga,30-240,1993,5,5,438,4.9,0,4,4,0,0,0,2,0,0.1,0.1,1.0,1.0,7,29,16,0.00,0.82,0.82,0.00,0.82,0.02,0.20,0.22,0.02,0.22,Matches
1697,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20-094,2003,4,2,199,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,17,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1698,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,21-247,2002,5,2,194,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,17,12,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
1699,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,eng Premier League,27-042,1996,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1700,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,35-042,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1701,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,30-005,1993,9,8,717,8.0,1,2,3,1,0,0,2,0,0.9,0.9,1.3,2.2,15,22,57,0.13,0.25,0.38,0.13,0.38,0.11,0.16,0.27,0.11,0.27,Matches
1702,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,36-076,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1703,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,23-202,2000,5,2,159,1.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,9,8,19,0.57,0.00,0.57,0.57,0.57,0.46,0.00,0.46,0.46,0.46,Matches
1704,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,27-355,1995,4,4,355,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,11,12,17,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
1705,Gorka Rivera Alonso,es ESP,DF,Getafe,es La Liga,19-081,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1706,Sergi Roberto,es ESP,"DF,FW",Barcelona,es La Liga,31-256,1992,4,2,190,2.1,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,3,10,9,0.47,0.00,0.47,0.47,0.47,0.31,0.00,0.31,0.31,0.31,Matches
1707,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26-217,1997,6,5,403,4.5,0,2,2,0,0,0,0,0,0.3,0.3,0.9,1.2,9,30,8,0.00,0.45,0.45,0.00,0.45,0.06,0.20,0.26,0.06,0.26,Matches
1708,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,28-028,1995,8,7,657,7.3,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,6,36,8,0.00,0.14,0.14,0.00,0.14,0.00,0.03,0.03,0.00,0.03,Matches
1709,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29-224,1994,8,8,720,8.0,1,0,1,1,0,0,1,0,0.5,0.5,1.0,1.5,19,49,30,0.12,0.00,0.12,0.12,0.12,0.06,0.13,0.19,0.06,0.19,Matches
1710,Antonee Robinson,us USA,DF,Fulham,eng Premier League,26-074,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.7,19,25,24,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.09,0.01,0.09,Matches
1711,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,30-050,1993,8,7,675,7.5,0,1,1,0,0,0,2,0,0.5,0.5,0.2,0.7,1,14,3,0.00,0.13,0.13,0.00,0.13,0.07,0.03,0.09,0.07,0.09,Matches
1712,Marc Roca,es ESP,MF,Betis,es La Liga,26-329,1996,9,8,643,7.1,1,1,2,1,0,0,1,0,0.3,0.3,0.6,1.0,6,35,5,0.14,0.14,0.28,0.14,0.28,0.05,0.09,0.13,0.05,0.13,Matches
1713,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,33-010,1990,2,1,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1714,Rodri,es ESP,MF,Manchester City,eng Premier League,27-121,1996,6,6,480,5.3,2,1,3,2,0,0,2,1,1.0,1.0,0.9,1.9,15,58,10,0.37,0.19,0.56,0.37,0.56,0.19,0.17,0.36,0.19,0.36,Matches
1715,Rodri,es ESP,"FW,MF",Betis,es La Liga,23-158,2000,9,4,420,4.7,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,24,33,56,0.00,0.00,0.00,0.00,0.00,0.17,0.09,0.26,0.17,0.26,Matches
1716,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25-115,1998,4,1,114,1.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,12,5,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.20,0.06,0.20,Matches
1717,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,35-137,1988,9,9,734,8.2,1,1,2,1,0,0,4,0,0.6,0.6,0.8,1.4,13,21,16,0.12,0.12,0.25,0.12,0.25,0.08,0.10,0.17,0.08,0.17,Matches
1718,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,29-192,1994,9,8,625,6.9,1,0,1,1,0,0,5,0,0.2,0.2,0.2,0.4,0,22,1,0.14,0.00,0.14,0.14,0.14,0.03,0.03,0.06,0.03,0.06,Matches
1719,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34-084,1989,4,0,72,0.8,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,0,5,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.71,0.71,0.71,Matches
1720,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,27-230,1996,9,8,697,7.7,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.6,9,50,11,0.13,0.00,0.13,0.13,0.13,0.05,0.03,0.07,0.05,0.07,Matches
1721,Miguel Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20-175,2003,6,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,9,0.00,0.00,0.00,0.00,0.00,0.09,0.15,0.24,0.09,0.24,Matches
1722,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,31-057,1992,8,8,697,7.7,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,13,32,6,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
1723,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-285,2001,9,7,638,7.1,1,1,2,1,0,1,0,0,3.4,2.6,0.7,3.3,42,24,91,0.14,0.14,0.28,0.14,0.28,0.47,0.10,0.58,0.36,0.46,Matches
1724,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24-119,1999,6,2,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,7,8,14,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
1725,Rogério,br BRA,DF,Wolfsburg,de Bundesliga,25-281,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,11,20,10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1726,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,21-108,2002,5,2,213,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,11,8,6,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
1727,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-282,1995,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,36,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1728,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33-254,1990,8,7,573,6.4,1,1,2,1,0,0,1,0,0.1,0.1,0.4,0.5,0,10,0,0.16,0.16,0.31,0.16,0.31,0.02,0.06,0.07,0.02,0.07,Matches
1729,Carlos Romero,es ESP,DF,Villarreal,es La Liga,21-357,2001,2,1,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,10,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1730,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25-177,1998,8,8,643,7.1,2,0,2,2,0,0,2,0,0.9,0.9,0.1,1.0,8,40,2,0.28,0.00,0.28,0.28,0.28,0.13,0.02,0.14,0.13,0.14,Matches
1731,Luka Romero,ar ARG,FW,Milan,it Serie A,18-337,2004,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1732,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,32-027,1991,9,7,489,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.7,1.3,5,30,2,0.00,0.18,0.18,0.00,0.18,0.11,0.12,0.23,0.11,0.23,Matches
1733,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-318,1994,8,8,671,7.5,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,16,63,8,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
1734,Frank Ronstadt,de GER,DF,Darmstadt 98,de Bundesliga,26-092,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53,Matches
1735,Marten de Roon,nl NED,MF,Atalanta,it Serie A,32-206,1991,8,8,720,8.0,0,3,3,0,0,0,3,0,0.1,0.1,0.5,0.6,7,48,5,0.00,0.37,0.37,0.00,0.37,0.01,0.07,0.08,0.01,0.08,Matches
1736,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,26-287,1997,6,1,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,9,3,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
1737,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-283,1995,5,3,271,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,12,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1738,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22-145,2001,4,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1739,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-288,1993,6,1,128,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,0,11,6,0.00,0.70,0.70,0.00,0.70,0.01,0.16,0.18,0.01,0.18,Matches
1740,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,21-321,2001,5,3,292,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,9,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
1741,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-239,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,13,0,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
1742,Ruan,br BRA,DF,Sassuolo,it Serie A,24-136,1999,7,5,423,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.07,0.02,0.07,Matches
1743,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30-096,1993,8,4,418,4.6,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.8,4,22,7,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18,Matches
1744,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-232,1993,9,8,761,8.5,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,11,26,0,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
1745,Fabian Rüdlin,de GER,MF,Freiburg,de Bundesliga,26-281,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1746,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29-084,1994,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1747,Matteo Ruggeri,it ITA,"DF,MF",Atalanta,it Serie A,21-102,2002,8,8,654,7.3,0,3,3,0,0,0,1,0,0.1,0.1,0.9,0.9,12,32,42,0.00,0.41,0.41,0.00,0.41,0.01,0.12,0.13,0.01,0.13,Matches
1748,Mário Rui,pt POR,DF,Napoli,it Serie A,32-147,1991,5,2,232,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,12,13,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
1749,Aitor Ruibal,es ESP,"FW,DF",Betis,es La Liga,27-213,1996,6,3,243,2.7,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.3,10,14,21,0.00,0.37,0.37,0.00,0.37,0.11,0.36,0.47,0.11,0.47,Matches
1750,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27-201,1996,7,2,228,2.5,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,3,21,19,0.00,0.39,0.39,0.00,0.39,0.13,0.18,0.31,0.13,0.31,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1751,Sergio Ruiz,es ESP,MF,Granada,es La Liga,28-309,1994,8,6,486,5.4,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,7,14,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1752,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-338,1997,6,6,533,5.9,2,0,2,2,0,0,0,0,0.6,0.6,0.7,1.3,12,22,42,0.34,0.00,0.34,0.34,0.34,0.10,0.12,0.22,0.10,0.22,Matches
1753,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31-078,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1754,José Sá,pt POR,GK,Wolves,eng Premier League,30-277,1993,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1755,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-230,1993,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,9,14,14,0.00,0.33,0.33,0.00,0.33,0.00,0.10,0.11,0.00,0.11,Matches
1756,Emmanuel Sabbi,us USA,"MF,FW",Le Havre,fr Ligue 1,25-301,1997,6,1,155,1.7,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,3,3,12,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
1757,Stefano Sabelli,it ITA,"DF,MF",Genoa,it Serie A,30-281,1993,6,6,443,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,8,20,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1758,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29-218,1994,5,4,343,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.1,7,25,11,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.30,0.20,0.30,Matches
1759,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28-173,1995,7,7,603,6.7,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,14,25,17,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.02,0.00,0.02,Matches
1760,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-261,1997,8,2,229,2.5,0,1,1,0,0,0,1,0,1.1,1.1,0.3,1.4,4,5,11,0.00,0.39,0.39,0.00,0.39,0.45,0.10,0.55,0.45,0.55,Matches
1761,Alexis Saelemaekers,be BEL,FW,Bologna,it Serie A,24-116,1999,3,0,83,0.9,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,6,4,12,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
1762,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28-185,1995,5,3,233,2.6,1,0,1,1,0,0,0,0,1.8,1.8,0.2,2.0,5,4,28,0.39,0.00,0.39,0.39,0.39,0.67,0.08,0.76,0.67,0.76,Matches
1763,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,22-046,2001,7,7,612,6.8,4,2,6,2,2,2,1,0,4.1,2.5,1.8,4.2,38,24,96,0.59,0.29,0.88,0.29,0.59,0.60,0.26,0.86,0.36,0.62,Matches
1764,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-250,1990,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1765,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,22-052,2001,6,1,162,1.8,3,0,3,3,0,0,0,0,1.3,1.3,0.1,1.4,7,8,26,1.67,0.00,1.67,1.67,1.67,0.70,0.06,0.76,0.70,0.76,Matches
1766,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31-128,1992,8,8,683,7.6,5,4,9,3,2,3,1,0,5.2,2.7,4.2,6.9,25,30,64,0.66,0.53,1.19,0.40,0.92,0.69,0.56,1.24,0.35,0.91,Matches
1767,Amine Salama,fr FRA,"FW,DF",Reims,fr Ligue 1,23-095,2000,4,0,89,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,3,4,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
1768,Kike Salas,es ESP,DF,Sevilla,es La Liga,21-181,2002,3,2,173,1.9,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,2,11,1,0.52,0.00,0.52,0.52,0.52,0.10,0.01,0.11,0.10,0.11,Matches
1769,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-211,2001,8,8,720,8.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,37,1,0.00,0.12,0.12,0.00,0.12,0.01,0.01,0.01,0.01,0.01,Matches
1770,Roland Sallai,hu HUN,"FW,DF",Freiburg,de Bundesliga,26-152,1997,7,7,539,6.0,1,0,1,1,0,0,0,0,1.9,1.9,0.7,2.6,15,12,37,0.17,0.00,0.17,0.17,0.17,0.32,0.11,0.43,0.32,0.43,Matches
1771,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,30-334,1992,8,8,719,8.0,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.2,4,19,1,0.00,0.13,0.13,0.00,0.13,0.07,0.07,0.15,0.07,0.15,Matches
1772,Salvi,es ESP,MF,Rayo Vallecano,es La Liga,32-205,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1773,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-239,2002,8,5,540,6.0,2,0,2,2,0,0,0,0,1.0,1.0,1.0,2.1,15,22,16,0.33,0.00,0.33,0.33,0.33,0.17,0.17,0.34,0.17,0.34,Matches
1774,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,27-283,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1775,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,27-349,1995,5,1,206,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,8,3,20,0.00,0.00,0.00,0.00,0.00,0.18,0.29,0.47,0.18,0.47,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1776,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29-179,1994,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1777,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23-364,1999,2,2,129,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,4,2,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
1778,Junior Sambia,fr FRA,MF,Salernitana,it Serie A,27-044,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1779,Samuel,br BRA,DF,Atlético Madrid,es La Liga,23-302,1999,6,3,333,3.7,1,2,3,1,0,0,1,0,0.3,0.3,1.9,2.2,20,8,26,0.27,0.54,0.81,0.27,0.81,0.07,0.51,0.58,0.07,0.58,Matches
1780,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-219,1997,3,2,138,1.5,1,0,1,1,0,0,1,1,0.1,0.1,0.1,0.1,0,3,0,0.65,0.00,0.65,0.65,0.65,0.04,0.06,0.10,0.04,0.10,Matches
1781,Antonio Sanabria,py PAR,"MF,FW",Torino,it Serie A,27-231,1996,5,3,231,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,2,19,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
1782,Marciano Sanca,gw GNB,FW,Almería,es La Liga,19-232,2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
1783,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23-179,2000,7,6,458,5.1,2,0,2,2,0,0,2,2,1.5,1.5,0.5,2.0,20,26,37,0.39,0.00,0.39,0.39,0.39,0.29,0.10,0.39,0.29,0.39,Matches
1784,Renato Sanches,pt POR,MF,Roma,it Serie A,26-064,1997,2,1,71,0.8,1,0,1,1,0,0,1,0,0.1,0.1,0.2,0.3,3,4,1,1.27,0.00,1.27,1.27,1.27,0.10,0.29,0.39,0.10,0.39,Matches
1785,Ricard Sánchez,es ESP,DF,Granada,es La Liga,23-241,2000,10,8,746,8.3,1,0,1,1,0,0,2,0,0.1,0.1,1.0,1.0,15,23,29,0.12,0.00,0.12,0.12,0.12,0.01,0.12,0.12,0.01,0.12,Matches
1786,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,34-306,1988,4,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,5,15,0.00,0.00,0.00,0.00,0.00,0.15,0.10,0.25,0.15,0.25,Matches
1787,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-293,1997,5,3,207,2.3,1,1,2,1,0,0,0,0,0.6,0.6,0.3,0.9,8,9,6,0.43,0.43,0.87,0.43,0.87,0.27,0.12,0.39,0.27,0.39,Matches
1788,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27-131,1996,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
1789,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,20-067,2003,5,3,285,3.2,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,10,12,18,0.00,0.32,0.32,0.00,0.32,0.04,0.10,0.14,0.04,0.14,Matches
1790,Manu Sánchez,es ESP,DF,Celta Vigo,es La Liga,23-058,2000,6,3,324,3.6,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.8,12,17,11,0.00,0.28,0.28,0.00,0.28,0.01,0.21,0.22,0.01,0.22,Matches
1791,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25-337,1997,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1792,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23-210,2000,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,10,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
