Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Guélor Kanga,ga GAB,MF,33-051,5,1,217.0,2.4,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.83,0.41,1.24,0.0,0.41,Matches
Uroš Spajić,rs SRB,DF,30-251,4,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kosta Nedeljković,rs SRB,DF,17-310,2,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jovan Šljivić,rs SRB,MF,18-008,4,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jovan Mijatović,rs SRB,FW,18-103,4,0,77.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.17,0.0,1.17,1.17,1.17,Matches
Lazar Nikolić,rs SRB,MF,24-082,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nemanja Milunović,rs SRB,DF,34-144,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Uroš Kabić,rs SRB,MF,19-294,3,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aleksandar Katai,rs SRB,"FW,MF",32-258,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Irakli Azarov,ge GEO,DF,21-243,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edmund Addo,gh GHA,MF,23-158,0,0,,,,,,,,,,,,,,,,Matches
Stefan Lekovic,rs SRB,DF,19-286,0,0,,,,,,,,,,,,,,,,Matches
Zoran Popović,rs SRB,GK,35-147,0,0,,,,,,,,,,,,,,,,Matches
Egor Prutsev,ru RUS,MF,20-303,0,0,,,,,,,,,,,,,,,,Matches
Nikola Vasiljević,ba BIH,"DF,GK",27-120,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.7,9,99,810.0,9.0,23.0,16.0,39.0,18.0,5.0,5.0,20.0,0.0,2.56,1.78,4.33,2.0,3.78,
Opponent Total,,,26.2,9,99,810.0,9.0,10.0,8.0,18.0,9.0,1.0,1.0,27.0,3.0,1.11,0.89,2.0,1.0,1.89,
