Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Sikou Niakaté,ml MLI,DF,24-104,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Serdar Saatçı,tr TUR,DF,20-250,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.3,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
Vitor Carvalho,br BRA,MF,26-148,5,4,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches
Pizzi,pt POR,"MF,FW",34-016,7,4,267.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,2.5,5.0,23.0,24.0,0.34,0.67,1.01,0.34,1.01,0.34,0.52,0.86,0.34,0.86,Matches
Abel Ruiz,es ESP,"FW,MF",23-267,7,3,407.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.5,2.4,9.0,3.0,41.0,0.22,0.22,0.44,0.22,0.44,0.41,0.11,0.52,0.41,0.52,Matches
Adrián Marín,es ESP,DF,26-286,6,3,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,7.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches
Paulo Oliveira,pt POR,DF,31-287,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,13.0,3.0,0.0,0.33,0.33,0.0,0.33,0.0,0.02,0.02,0.0,0.02,Matches
André Horta,pt POR,MF,26-349,5,3,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,6.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.23,0.08,0.23,Matches
João Moutinho,pt POR,"MF,FW",37-044,6,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,5.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.17,0.01,0.17,Matches
Rony Lopes,pt POR,FW,27-298,5,1,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.8,5.0,8.0,18.0,0.76,0.0,0.76,0.76,0.76,0.46,0.11,0.58,0.46,0.58,Matches
Joe Mendes,se SWE,DF,20-295,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Roger Fernandes,gw GNB,DF,17-335,2,0,42.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,1.0,3.0,4.0,15.0,0.0,4.29,4.29,0.0,4.29,0.26,1.82,2.08,0.26,2.08,Matches
André Castro,pt POR,MF,35-203,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Diogo Fonseca,pt POR,DF,21-195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lukáš Horníček,cz CZE,GK,21-101,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tiago Sá,pt POR,GK,28-284,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.1,8,88,720.0,8.0,20.0,14.0,34.0,19.0,1.0,1.0,21.0,0.0,16.1,15.5,12.3,27.8,156.0,404.0,401.0,2.5,1.75,4.25,2.37,4.12,2.02,1.54,3.55,1.94,3.47,
Opponent Total,,,26.6,8,88,720.0,8.0,14.0,10.0,24.0,14.0,0.0,1.0,23.0,2.0,12.3,11.5,9.1,20.6,137.0,223.0,222.0,1.75,1.25,3.0,1.75,3.0,1.53,1.13,2.67,1.44,2.57,
